year,Round,Pick,player,position,nationality,picked by,team,strengths,weaknesses,college,listed height,listed weight,date of birth,place of birth,awards,ls_season,ls_team,ls_conf,ls_class,ls_pos,ls_g,ls_gs,ls_mp,ls_fg,ls_fga,ls_fg%,ls_3p,ls_3pa,ls_3p%,ls_2p,ls_2pa,ls_2p%,ls_efg%,ls_ft,ls_fta,ls_ft%,ls_orb,ls_drb,ls_trb,ls_ast,ls_stl,ls_blk,ls_tov,ls_pf,ls_pts,avg_g,avg_gs,avg_mp,avg_fg,avg_fga,avg_fg%,avg_3p,avg_3pa,avg_3p%,avg_2p,avg_2pa,avg_2p%,avg_efg%,avg_ft,avg_fta,avg_ft%,avg_orb,avg_drb,avg_trb,avg_ast,avg_stl,avg_blk,avg_tov,avg_pf,avg_pts,post draft awards,analysis,nba_per,nba_ts_pct,nba_ws_per_48,nba_bpm,nba_vorp,nba_composite_score
2015,1,2,D'Angelo Russell,PG,United States,Los Angeles Lakers,Ohio State,Tremendous ball skills and court vision • Excellent in pick-and-roll situations • Impressive wingspan and defensive potential,Below average run/jump athlete • Inconsistent intensity on defense • Needs to improve finishing in transition,Ohio State (2014–2015),6 ft 3 in,193 lb,1996-02-23,"Louisville, Kentucky , U.S.","Consensus first-team All-American ( 2015 ), Jerry West Award (2015), First-team All- Big Ten (2015), Big Ten Freshman of the Year (2015), McDonald's All-American ( 2014 )",2014-15,Ohio State,Big Ten,FR,G,35.0,34.0,33.9,6.6,14.7,0.449,2.7,6.6,0.411,3.9,8.1,0.479,0.541,3.4,4.5,0.756,1.0,4.7,5.7,5.0,1.6,0.3,2.9,2.1,19.3,35.0,34.0,33.9,6.6,14.7,0.449,2.7,6.6,0.411,3.9,8.1,0.479,0.541,3.4,4.5,0.756,1.0,4.7,5.7,5.0,1.6,0.3,2.9,2.1,19.3,"NBA Cup champion ( 2023 ), NBA All-Star ( 2019 ), NBA All-Rookie Second Team ( 2016 )","Among players eligible for the NBA draft, D’Angelo Russell sat atop Kevin Pelton’s WARP projections, had the highest offensive rating of any freshman last season, and was the top projected guard in ESPN’s Statistical Plus/Minus projections. Although SPM saw him as a high-risk, high-reward prospect, it projected he had the best chance of any player in the 2015 draft class to develop into a superstar.",14.57,0.51,0.02,-1.43,0.27,10.43
2015,1,3,Jahlil Okafor,C,United States,Philadelphia 76ers,Duke,Elite low-post scoring ability • Exceptional size and wingspan • High field goal percentage,Struggles with free throw shooting • Limited defensive mobility • High turnover rate,Duke (2014–2015),6 ft 10 in,270 lb,1995-12-15,"Fort Smith, Arkansas , U.S.","NCAA champion ( 2015 ), Consensus first-team All-American ( 2015 ), USBWA National Freshman of the Year (2015), Pete Newell Big Man Award (2015), ACC Player of the Year (2015), First-team All-ACC (2015), ACC Rookie of the Year (2015), Morgan Wootten National Player of the Year (2014), USA Today High School Player of the Year (2014), McDonald's All-American Game co-MVP ( 2014 ), First-team Parade All-American (2014), Illinois Mr. Basketball (2014), FIBA Under-17 World Cup MVP (2012)",2014-15,Duke,ACC,FR,C,38.0,38.0,30.1,7.3,11.1,0.664,0.0,0.0,,7.3,11.1,0.664,0.664,2.6,5.1,0.51,3.5,4.9,8.5,1.3,0.8,1.4,2.5,2.1,17.3,38.0,38.0,30.1,7.3,11.1,0.664,0.0,0.0,,7.3,11.1,0.664,0.664,2.6,5.1,0.51,3.5,4.9,8.5,1.3,0.8,1.4,2.5,2.1,17.3,"NBA All-Rookie First Team ( 2016 ), NBA G League Up Next Game ( 2025 ), BSN All-Star (2024)","Okafor doesn't fit. That's clear. But it doesn't mean it's a bad choice, especially with Joel Embiid ailing and the Sixers still not totally sold on Nerlens Noel. I think Kristaps Porzingis and Emmanuel Mudiay were better picks and better fits in Philadelphia. Sam Hinkie thinks the draft is about assets, and I think he felt he grabbed the best asset left on the board. Hinkie will figure out how to untangle the triple towers of Embiid, Noel and Okafor later. My guess is he'll keep Okafor and figure out what to do with the other guys.",15.9,0.56,0.06,-2.07,-0.07,12.77
2015,1,4,Kristaps Porziņģis,PF/C,Latvia,New York Knicks,Baloncesto Sevilla,Perfect height with excellent coordination • Solid shooter with diverse scoring ability • Effective weak side and P&R defender,Needs to bulk up significantly • Lacks an effective inside game • Struggles against traditional centers,,7 ft 2 in,240 lb,1995-08-02,"Liepāja , Latvia","EuroCup Rising Star ( 2015 ), 2× ACB All-Young Players Team ( 2014, 2015 )",2014-15,Sevilla,,,,16.0,,20.9,4.4,7.9,0.556,1.1,2.3,0.459,3.3,5.6,0.596,,1.8,2.6,0.707,0.9,3.3,4.1,0.8,0.9,1.2,1.6,2.1,11.6,18.4,,14.16,2.5,5.04,0.501,0.52,1.36,0.401,1.98,3.68,0.53,,0.9,1.28,0.689,0.96,1.88,2.82,0.44,0.54,0.7,0.88,1.86,6.46,"NBA champion ( 2024 ), NBA All-Star ( 2018 ), NBA All-Rookie First Team ( 2016 ), EuroBasket blocks leader ( 2017 )","I'm a huge (no surprise) Porzingis fan. The question, and it's a big one, is whether the Knicks actually keep him or whether they send him on to another team. He's a great fit in the triangle offense and being patient with him will be worth it. Porzingis has the most star potential of anyone in the draft. But I don't think the Knicks have patience. It will be interesting to see how this plays out. For his development, Porzingis' camp was hoping he'd go to Orlando.",18.5,0.53,0.1,1.0,1.43,15.0
2015,1,5,Mario Hezonja,SG/SF,Croatia,Orlando Magic,FC Barcelona,Excellent athleticism and scoring ability • Versatile player with good size and vision • Strong rebounder and defensive anticipation,Can be overly critical of teammates • Needs to gain muscle and maturity • Inconsistent intensity in one-on-one defense,,6 ft 9 in,243 lb,1995-02-25,"Dubrovnik , Croatia","2× Liga ACB champion ( 2012, 2014 ), 2x Spanish Cup winner (2013, 3× Spanish Supercup winner ( 2015, 4× Catalan League champion (2012-2015), LEB Oro Rising Star ( 2013 ), FIBA Europe Under-16 Championship MVP ( 2011 )",2014-15,BarÃ§a,,,,22.0,,16.5,2.8,6.0,0.462,1.3,3.5,0.382,1.5,2.5,0.571,,0.8,1.1,0.75,0.5,1.5,2.0,1.0,0.6,0.2,1.0,1.8,7.7,15.5,,10.333,1.35,3.15,0.356,0.517,1.4,0.351,0.833,1.75,0.421,,0.417,0.583,0.744,0.283,1.25,1.517,0.617,0.35,0.1,0.733,1.217,3.633,"EuroLeague champion ( 2023 ), All-EuroLeague Second Team ( 2024 ), VTB United League MVP ( 2022 ), VTB United League All-Star Game MVP (2022), VTB United League Slam Dunk Contest champion (2022), VTB United League All-Star (2022), All-VTB United League First Team ( 2022 ), 2024), 2022, 2023 ), Greek League champion ( 2021 ), Greek Cup winner ( 2021 ), Greek League Most Spectacular Player (2021), Greek League Most Popular Player (2021)","The Magic were hoping Porzingis would fall to them at No. 5. But they also were very high on Hezonja and are happy with this selection. They desperately need shooting and they need offense and Hezonja immediately becomes the best scorer on the team (especially if Tobias Harris leaves). Hezonja can be wild and unpredictable, but I think he'll be great in Orlando.",10.1,0.51,0.02,-2.87,-0.17,9.85
2015,1,6,Willie Cauley‑Stein,C,United States,Sacramento Kings,Kentucky,Elite defensive abilities and rim protection • Strong finisher around the rim • High potential to guard NBA wings,Limited offensive game • Inconsistent focus and intensity • Underdeveloped basketball instincts,Kentucky (2012–2015),7 ft 0 in,240 lb,1993-08-18,"Spearville, Kansas , U.S.","Consensus first-team All-American ( 2015 ), NABC Defensive Player of the Year (2015), SEC Defensive Player of the Year (2015), First-team All-SEC (2015), 2× SEC All-Defensive Team (2014, 2015), SEC All-Freshman team (2013)",2014-15,Kentucky,SEC,Junior,,39.0,39.0,25.4,3.9,6.8,0.576,0.0,0.0,,3.9,6.8,0.576,0.576,1.2,2.0,0.611,2.0,4.4,6.4,1.0,1.2,1.7,1.3,2.2,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,NBA All-Rookie Second Team ( 2016 ),"Cauley-Stein is a boom or bust prospect. He could be not only the best defender in the draft, but also the best defender in the NBA. He's the most athletic 7-footer I've ever scouted and has elite defensive instincts. The problem lies on the other end. His offensive skills are rudimentary. You're playing four-on-five on offense and six-on-five on defense with him. He fits great next to DeMarcus Cousins — if Cousins stays in Sacramento. The Kings desperately need a rim protector. They also added another mercurial personality to the mix. Very interesting.",,,,,,
2015,1,7,Emmanuel Mudiay,PG,Democratic Republic of the Congo,Denver Nuggets,Guangdong Southern Tigers,Rare combination of size and skills • Natural leader with killer instinct • Strong finisher and creative passer,Inconsistent shooter with poor percentages • Prone to turnovers and bad shots • Defensive lapses and off-ball issues,,6 ft 5 in,200 lb,1996-03-05,"Kinshasa , Zaire (now DR Congo)","McDonald's All-American ( 2014 ), First-team Parade All-American (2014)",2014-15,Southern Tigers,,,,10.0,,29.5,7.5,15.1,0.497,0.9,3.0,0.3,6.6,12.1,0.545,,1.8,3.1,0.581,1.9,4.1,6.0,5.9,1.6,0.0,3.1,1.4,17.7,10.0,,29.5,7.5,15.1,0.497,0.9,3.0,0.3,6.6,12.1,0.545,,1.8,3.1,0.581,1.9,4.1,6.0,5.9,1.6,0.0,3.1,1.4,17.7,"NBA All-Rookie Second Team ( 2016 ), BSN scoring champion (2024)",This is a home run for the Nuggets. They were searching for a second pick in the first round to grab a point guard and Mudiay falls into their lap at No. 7. To get Mudiay at this point is a steal. Mudiay has as much upside as any player in the draft. The team is trying to move point guard Ty Lawson and will continue to work on that over the summer. Mudiay is the future and immediately has the most talent of anyone on the team.,10.33,0.45,-0.03,-4.0,-0.63,6.2
2015,1,8,Stanley Johnson,SF,United States,Detroit Pistons,Arizona,Versatile two-way wing with upside • Strong physical attributes and athleticism • Effective scorer and rebounder,Inconsistent finishing against length • Struggles with decision-making in transition • Needs more consistent defensive effort,Arizona (2014–2015),6 ft 6 in,242 lb,1996-05-29,"Anaheim, California , U.S.","Julius Erving Award (2015), Third-team All-American – NABC ( 2015 ), First-team All-Pac-12 ( 2015 ), Pac-12 Freshman of the Year (2015), Pac-12 All-Freshman team (2015), First team Parade All-American (2014), McDonald's All-American ( 2014 ), California Mr. Basketball (2014), FIBA Americas U18 Championship MVP ( 2014 )",2014-15,Arizona,Pac-12,FR,F,38.0,37.0,28.4,4.6,10.3,0.446,1.1,3.1,0.371,3.4,7.2,0.478,0.501,3.5,4.7,0.742,2.0,4.5,6.5,1.7,1.5,0.4,2.2,2.6,13.8,38.0,37.0,28.4,4.6,10.3,0.446,1.1,3.1,0.371,3.4,7.2,0.478,0.501,3.5,4.7,0.742,2.0,4.5,6.5,1.7,1.5,0.4,2.2,2.6,13.8,Turkish Super Cup winner ( 2024 ),"The Pistons needed a wing. They just grabbed the wrong one. Yes, Stanley Johnson is a solid choice here: He's big, physical and he can score. But with Justise Winslow on the board? I think that's a big mistake. I see Winslow as the better prospect on both ends of the floor and in the locker room. The Pistons aren't going to like my draft grades.",8.3,0.46,0.03,-3.07,-0.4,9.17
2015,1,9,Frank Kaminsky,C,United States,Charlotte Hornets,Wisconsin,Versatile offensive skills at 7 feet • High basketball IQ and court vision • Effective shooter with consistent range,Struggles with athleticism and quickness • Limited effectiveness in various offensive systems • Slow release and needs strength for NBA physicality,Wisconsin (2011–2015),7 ft 0 in,240 lb,1993-04-04,"Winfield, Illinois , U.S.","National college player of the year ( 2015 ), Consensus first-team All-American ( 2015 ), Kareem Abdul-Jabbar Award (2015), Big Ten Player of the Year (2015), 2× First-team All- Big Ten ( 2014, 2015 ), Big Ten tournament MOP ( 2015 ), No. 44 jersey retired by Wisconsin Badgers",2014-15,Wisconsin,Big Ten,SR,C,39.0,39.0,33.6,6.8,12.5,0.547,1.1,2.6,0.416,5.8,9.9,0.581,0.59,4.0,5.1,0.78,1.5,6.7,8.2,2.6,0.8,1.5,1.6,1.7,18.8,36.0,19.75,19.7,3.5,6.75,0.481,0.7,1.9,0.348,2.825,4.85,0.582,0.544,1.975,2.575,0.703,1.225,3.2,4.425,1.25,0.5,1.025,0.8,1.625,9.675,,"Michael Jordan fell in love with Kaminsky. (He does that. See: Kwame Brown, Adam Morrison, D.J. Augustin, Cody Zeller, Noah Vonleh … you get the picture.) It doesn't mean he's a bad pick. Kaminsky does fit in a certain way for the Hornets. They had a lot of success with Josh McRoberts and desperately needed shooting. Kaminsky can fill that role and really help with the shooting woes.",13.3,0.52,0.08,-0.73,0.57,13.31
2015,1,10,Justise Winslow,SF,United States,Miami Heat,Duke,Elite speed and athleticism • Versatile scoring ability • Strong on-ball defender,Inconsistent performance history • Loses focus during games • Needs to improve free throw shooting,Duke (2014–2015),6 ft 6 in,222 lb,1996-03-26,"Houston, Texas , U.S.","NCAA champion ( 2015 ), ACC All-Freshman team (2015), McDonald's All-American ( 2014 ), First-team Parade All-American (2014), Texas Mr. Basketball (2014)",2014-15,Duke,ACC,FR,F,39.0,39.0,29.1,4.4,9.1,0.486,1.2,2.8,0.418,3.3,6.3,0.516,0.551,2.6,4.0,0.641,1.3,5.2,6.5,2.1,1.3,0.9,1.8,2.8,12.6,39.0,39.0,29.1,4.4,9.1,0.486,1.2,2.8,0.418,3.3,6.3,0.516,0.551,2.6,4.0,0.641,1.3,5.2,6.5,2.1,1.3,0.9,1.8,2.8,12.6,NBA All-Rookie Second Team ( 2016 ),"Winslow and the Heat are a perfect fit. Pat Riley loves strong, athletic players who get it done on both ends. Winslow is a gritty driver and a great defender. As he continues to improve his shot and offensive game, he has star potential. Sometimes it pays to slip a bit in the draft. Miami is the perfect situation for Winslow.",9.37,0.46,0.04,-2.5,-0.07,9.8
2015,1,11,Myles Turner,C,United States,Indiana Pacers,Texas,Elite size and shooting ability • Excellent shot-blocking instincts • High basketball IQ and adaptability,Lacks athletic fluidity • Struggles against physical NCAA players • Inconsistent performance in major games,Texas (2014–2015),6 ft 11 in,250 lb,1996-03-24,"Bedford, Texas , U.S.","Third-team All- Big 12 ( 2015 ), Big 12 Freshman of the Year (2015), McDonald's All-American ( 2014 ), First-team Parade All-American (2014)",2014-15,Texas,Big 12,FR,F,34.0,7.0,22.2,3.4,7.6,0.455,0.5,1.8,0.274,2.9,5.7,0.513,0.488,2.8,3.3,0.839,1.3,5.2,6.5,0.6,0.3,2.6,1.4,2.4,10.1,34.0,7.0,22.2,3.4,7.6,0.455,0.5,1.8,0.274,2.9,5.7,0.513,0.488,2.8,3.3,0.839,1.3,5.2,6.5,0.6,0.3,2.6,1.4,2.4,10.1,"NBA All-Rookie Second Team ( 2016 ), 2× NBA blocks leader ( 2019, 2021 )","With David West opting out and Roy Hibbert being shopped, the Pacers needed a big. I'm surprised they passed on Murray State's Cameron Payne, but I can't fault them for taking Turner. While he's not NBA ready, he has elite size, is a solid athlete, protects the rim and he can stretch the floor. He's a great modern NBA big. Fans will just have to be patient.",16.83,0.56,0.13,-0.23,0.97,16.31
2015,1,12,Trey Lyles,PF,Canada,Utah Jazz,Kentucky,Excellent size and offensive versatility • High basketball IQ and court awareness • Effective rebounder and screen setter,Lacks elite athleticism and explosiveness • Inconsistent three-point shooting • Struggles with on-ball and perimeter defense,Kentucky (2014–2015),6 ft 9 in,234 lb,1995-11-05,"Saskatoon, Saskatchewan , Canada","SEC All-Freshman Team (2015), McDonald's All-American ( 2014 ), First-team Parade All-American (2014), Indiana Mr. Basketball (2014)",2014-15,Kentucky,SEC,FR,F,36.0,21.0,23.0,3.3,6.7,0.488,0.1,0.8,0.138,3.1,5.9,0.536,0.496,2.1,2.8,0.735,1.8,3.4,5.2,1.1,0.5,0.4,1.1,1.6,8.7,36.0,21.0,23.0,3.3,6.7,0.488,0.1,0.8,0.138,3.1,5.9,0.536,0.496,2.1,2.8,0.735,1.8,3.4,5.2,1.1,0.5,0.4,1.1,1.6,8.7,,"Lyles is such a Jazz pick. Solid, not sexy. He's very skilled, has a high basketball IQ and should be an excellent backup for Derrick Favors. I don't think he showed everything he could do in Kentucky. There's upside there. I just don't think he's a star. He's more like a young Carlos Boozer.",13.13,0.52,0.08,-0.9,0.37,13.24
2015,1,13,Devin Booker,SG,United States,Phoenix Suns,Kentucky,High basketball IQ and sharpshooting ability • Excellent in catch-and-shoot situations • Strong playmaking and unselfishness,Struggles against physical defense • Needs to improve defensive quickness • Inconsistent at driving and finishing,Clemson (2009–2013),6 ft 9 in,250 lb,1991-02-28,"Whitmire, South Carolina , U.S.","LNB Pro B Finals MVP ( 2014 ), Third-team All-ACC (2013)",2014-15,Kentucky,SEC,Freshman,F,38.0,0.0,21.5,3.4,7.3,0.47,1.5,3.7,0.411,1.8,3.6,0.5,0.572,1.6,1.9,0.828,0.3,1.8,2.0,1.1,0.4,0.1,1.1,1.5,10.0,32.0,23.5,24.25,3.5,7.025,0.503,0.175,0.6,0.183,3.35,6.45,0.52,0.514,1.925,2.9,0.647,2.075,3.625,5.725,0.775,0.625,0.625,1.55,2.275,9.05,"3x BBL champion ( 2018, 2019, 2024 ), 2x German Cup winner (2018, 2024 ), Turkish Super League champion ( 2022 ), All-EuroCup First Team ( 2018 ), German All-Star ( 2018 ), All-German Bundesliga Second Team ( 2018 ), LNB Pro A MVP ( 2016 )","The Suns needed shooting and they ended up getting possibly the best shooter in the draft. He has deep range and a pure stroke. The question is whether he can do anything else. I'm not sure he'll be an elite defender, playmaker or penetrator. Given the Suns' current guards, having him serve as a sniper from 3 might be enough.",14.87,0.54,0.05,-1.27,0.33,12.29
2015,1,14,Cameron Payne,PG,United States,Oklahoma City Thunder,Murray State,High basketball IQ and playmaking ability • Good height and shooting versatility • Quick and effective in transition,Needs to improve physical strength • Prone to turnovers and rushed decisions • Struggles with finishing through contact,Murray State (2013–2015),6 ft 3 in,183 lb,1994-08-08,"Memphis, Tennessee , U.S.","OVC Player of the Year (2015), Lute Olson Award (2015), 2× First-team All- OVC (2014, 2015), OVC Freshman of the Year (2014), No. 1 retired by Murray State Racers",2014-15,Murray State,OVC,SO,G,35.0,35.0,32.2,7.0,15.3,0.456,2.4,6.4,0.377,4.6,9.0,0.513,0.534,3.8,4.8,0.787,0.6,3.1,3.7,6.0,1.9,0.5,2.5,2.1,20.2,34.5,34.5,32.45,6.3,14.55,0.43,2.25,6.3,0.359,4.05,8.3,0.484,0.507,3.65,4.7,0.78,0.45,3.2,3.65,5.7,1.8,0.55,2.85,2.45,18.5,,"Payne is a super-talented point guard who played a bit under the radar at Murray State. The Thunder needed a backup for Russell Westbrook. Not only will Payne be able to handle that duty, but he is also great insurance in case Westbrook eventually bolts. Great value at No. 14.",10.3,0.47,0.02,-2.93,0.07,9.03
2015,1,15,Kelly Oubre Jr.,SF,United States,Washington Wizards,Kansas,Prototypical size and athleticism • Two-way potential • Positive response to coaching,Streaky outside shot • Raw offensive skillset • Needs added strength,Kansas (2014–2015),6 ft 8 in,203 lb,1995-12-09,"New Orleans, Louisiana , U.S.","Big 12 All-Newcomer Team (2015), McDonald's All-American ( 2014 ), First-team Parade All-American (2014)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Hawks will trade Oubre's rights to the Wizards for the 19th pick and some second-round picks. I'm a big Oubre fan. He's got elite size for his position. He has the potential to be a terrific 3-and-D player in the league. But he's very young and his basketball IQ is low. If he puts in the work — a big if — he could be one of the best 8-9 players in this draft.,9.73,0.52,0.06,-3.33,-0.27,11.47
2015,1,16,Terry Rozier,PG,United States,Boston Celtics,Louisville,High volume scorer with good handle • Excellent three-point shooter • Strong assist to turnover ratio,Needs to improve shot selection • Struggles against taller defenders • Underperformed in NCAA tournament,Louisville (2013–2015),6 ft 1 in,190 lb,1994-03-17,"Youngstown, Ohio , U.S.","Second-team All-ACC (2015), AAC All-Rookie Team (2014)",2014-15,Louisville,ACC,SO,G,36.0,35.0,35.0,5.9,14.5,0.411,1.3,4.4,0.306,4.6,10.1,0.456,0.457,3.9,4.9,0.79,1.2,4.4,5.6,3.0,2.0,0.2,2.2,1.7,17.1,36.5,22.5,26.95,4.2,10.4,0.406,1.15,3.5,0.338,3.05,6.85,0.439,0.468,2.45,3.15,0.751,1.0,3.35,4.35,2.4,1.5,0.15,1.4,1.6,12.05,,"Rozier's best comp might be a young Marcus Smart. He's built like a tank, is super tough, is a tenacious defender and is very quick. However, his jump shot needs work and he's not a pure point guard. The Celtics needed depth here, but did they simply get a smaller version of what they already have?",10.33,0.44,0.05,-1.8,0.67,10.08
2015,1,17,Rashad Vaughn,SG,United States,Milwaukee Bucks,UNLV,Young with strong body and good size • High scoring potential and floor spacing • Improving shooter with solid pick-and-roll use,Inconsistent shot selection and finishing • Needs improvement in on-ball defense • Struggles against tough competition and injuries,UNLV (2014–2015),6 ft 6 in,202 lb,1996-08-16,"Minneapolis, Minnesota , U.S.","MWC Freshman of the Year (2015), McDonald's All-American ( 2014 )",2014-15,UNLV,MWC,FR,G,23.0,23.0,32.3,6.3,14.3,0.439,2.3,6.1,0.383,3.9,8.1,0.481,0.521,3.0,4.3,0.694,0.6,4.2,4.8,1.6,0.8,0.3,2.2,2.3,17.8,23.0,23.0,32.3,6.3,14.3,0.439,2.3,6.1,0.383,3.9,8.1,0.481,0.521,3.0,4.3,0.694,0.6,4.2,4.8,1.6,0.8,0.3,2.2,2.3,17.8,"Ukrainian League champion (2021), Ukrainian Basketball SuperLeague Finals MVP (2021)","Vaughn's stock rose after terrific workouts in Santa Barbara and again in Milwaukee on Monday. He's one of the best scorers in the draft. He can shoot and get to the basket. The Bucks needed a shooter who could create his own offense. He's young and he's not ready, but the Bucks can wait. If he develops—this pick is a steal.",4.37,0.42,-0.04,-6.1,-0.4,4.36
2015,1,18,Sam Dekker,SF,United States,Houston Rockets,Wisconsin,NBA-ready body with versatile skills • Effective scorer inside and outside • Strong rebounder and defender,Inconsistent jump shooter • Struggles with creating off the dribble • Lacks elite athleticism and length,Wisconsin (2012–2015),6 ft 8 in,219 lb,1994-05-06,"Sheboygan, Wisconsin , U.S.","2× Second-team All- Big Ten ( 2014, 2015 ), Big Ten All-Freshman team ( 2013 ), First-team Parade All-American (2012), Wisconsin Mr. Basketball (2012)",2014-15,Wisconsin,Big Ten,JR,F,40.0,40.0,31.0,5.3,10.2,0.525,1.3,3.8,0.331,4.1,6.4,0.639,0.586,2.0,2.8,0.708,1.9,3.6,5.5,1.2,0.5,0.5,0.9,1.1,13.9,37.667,27.0,27.7,4.367,8.9,0.49,1.267,3.633,0.349,3.1,5.267,0.585,0.564,1.967,2.8,0.695,1.6,3.367,5.0,1.3,0.667,0.5,1.033,1.233,11.967,"BBL Champion ( 2024 ), BBL Final MVP ( 2024 ), BBL Champion ( 2023 ), BBL MVP ( 2023 ), BBL Team of the Year ( 2023 ), BBL Cup winner (2023), BBL Cup Final MVP (2023), All-EuroCup Second Team ( 2023 ), FIBA Europe Cup Champion ( 2022 )","I'm a big Dekker fan. He's got great size for his position. He's a very good athlete. He's tough, but he's a streaky shooter. However, in the right offense, Dekker will thrive. If the Rockets hold on to him, I think this is a nice fit for them.",11.8,0.54,0.1,-0.3,0.13,14.68
2015,1,19,Jerian Grant,PG,United States,New York Knicks,Notre Dame,Explosive athleticism and size • Elite finishing ability at the rim • Strong ball handling and passing skills,Questionable long-range shooting consistency • Limited improvement potential due to age • Unclear positional fit as combo guard,Notre Dame (2011–2015),6 ft 4 in,205 lb,1992-10-09,"Silver Spring, Maryland , U.S.","Consensus first-team All-American ( 2015 ), First-team All-ACC (2015), Second-team All-Big East (2013), ACC tournament MVP ( 2015 )",2014-15,Notre Dame,ACC,Senior,G,38.0,38.0,37.8,5.3,11.0,0.477,1.1,3.2,0.319,4.2,7.8,0.538,0.528,4.7,6.0,0.783,0.7,2.3,3.0,6.7,1.7,0.3,2.3,2.0,16.5,29.75,29.25,36.3,4.875,10.85,0.446,1.55,4.325,0.356,3.35,6.55,0.5,0.517,4.0,4.975,0.8,0.35,2.425,2.825,5.85,1.575,0.3,2.175,1.875,15.275,"EuroLeague champion ( 2024 ), EuroCup MVP ( 2023 ), All-EuroCup First Team ( 2023 ), Greek League champion ( 2024 ), Greek Cup winner ( 2025 ), Lega Serie A champion ( 2022 ), Italian Cup winner (2022), All-Turkish Super League First Team (2023), Greek League Best Defender (2024)","This gets complicated. The Hawks traded for this pick and then traded it to the Knicks for Tim Hardaway Jr. This is a really nice pickup for the Knicks. Grant is a good athlete, can defend multiple positions, and can play the 1 and 2. He is NBA-ready and super competitive. I love the Knicks' draft.",12.9,0.52,0.08,-1.43,0.2,13.03
2015,1,20,Delon Wright,PG,Canada,Toronto Raptors,Utah,Utilizes size advantage effectively • Strong finisher at the rim • Excellent game tempo control,Needs to improve body strength • Streaky outside shooter • Requires better on-ball defense,CC of San Francisco (2011–2013) Utah (2013–2015),6 ft 5 in,185 lb,1992-04-26,"Los Angeles, California , U.S.","Consensus second-team All-American ( 2015 ), Bob Cousy Award (2015), 2× First-team All-Pac-12 ( 2014, 2015 ), 2× Pac-12 All-Defensive team (2014, 2015)",2014-15,Utah,Pac-12,Senior,G,35.0,35.0,35.1,4.6,9.1,0.509,0.5,1.7,0.299,4.1,7.4,0.554,0.537,4.9,5.8,0.839,1.4,3.5,4.9,5.1,2.1,0.9,2.1,2.1,14.5,34.0,34.0,34.85,5.0,9.35,0.535,0.55,1.85,0.289,4.45,7.5,0.594,0.565,4.5,5.5,0.814,1.15,4.75,5.85,5.2,2.3,1.15,2.2,1.6,15.0,NBA Cup champion ( 2024 ),"With Greivis Vasquez heading to Milwaukee, the Raptors really needed a backup point guard, and I think Wright is a good choice. He's not sexy—he's not a great athlete—but he's got great size for his position, sees the floor well, and has a great feel for the game.",16.43,0.55,0.13,2.07,0.87,17.03
2015,1,21,Justin Anderson,SF,United States,Dallas Mavericks,Virginia,High basketball IQ and versatility • Elite athleticism and strong physical build • Improved three-point shooting ability,Needs to develop ball-handling skills • Inconsistent shooting and finishing • Lacks advanced offensive moves,Virginia (2012–2015),6 ft 5 in,231 lb,1993-11-19,"Montross, Virginia , U.S.","Third-team All-American – NABC ( 2015 ), Second-team All-ACC (2015), ACC Sixth Man of the Year (2014)",2014-15,Virginia,ACC,JR,G,26.0,22.0,27.8,4.0,8.5,0.466,1.8,4.0,0.452,2.2,4.5,0.479,0.572,2.5,3.2,0.78,0.7,3.4,4.0,1.7,0.7,0.5,1.2,1.2,12.2,32.667,14.667,24.467,3.033,7.0,0.431,1.067,2.9,0.35,2.0,4.1,0.482,0.503,2.067,2.767,0.753,0.767,2.767,3.5,1.833,0.667,0.833,1.267,1.4,9.2,"All-NBA G League First Team ( 2022 ), 2× All-NBA G League Third Team ( 2020, 2023 )","If Anderson shoots anywhere near the 45% he hit from 3 during his junior season at Virginia, he's a steal at No. 21. The Mavs drafted him hoping he'd shoot the lights out. He's a power wing and a good defender. Time will tell who he becomes.",12.7,0.54,0.09,-0.83,0.17,14.07
